occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,hot_water_dishwasher,dishwasher,cooking_range,hot_water_fixtures,electric_vehicle_charging,electric_vehicle_discharging,Vacancy,Power Outage,No Space Heating,No Space Cooling
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.1,0.592,0.0404,0.379,0.0899,0.0,0.0,0.0,0.174,0,0,0,0,0,0
0.35,0.679,0.114,0.274,0.205,0.0,0.0,0.4,0.037,0,0,0,0,0,0
0.4,0.706,0.14,0.253,0.239,0.0,0.0,0.6,0.0633,0,0,0,0,0,0
0.25,0.652,0.0932,0.316,0.168,0.0,0.0,0.0,0.0633,0,0.667,0,0,0,0
0.25,0.652,0.0932,0.316,0.168,0.0,0.0,0.0,0.0633,0,1.0,0,0,0,0
0.45,0.741,0.177,0.232,0.306,0.0,0.0,0.0,0.0,0,0.6,0,0,0,0
0.75,0.876,0.303,0.105,0.514,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.876,0.303,0.105,0.514,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.75,0.876,0.303,0.105,0.514,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.75,0.882,0.345,0.105,0.572,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.89,0.407,0.105,0.659,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.65,0.847,0.355,0.147,0.577,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.781,0.277,0.211,0.455,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.5,0.777,0.32,0.211,0.478,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.5,0.771,0.384,0.211,0.513,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.771,0.384,0.211,0.513,0.474,0.4,0.0,0.0633,1.0,0,0,0,0,0
0.5,0.771,0.384,0.211,0.513,0.402,1.0,0.0,0.116,1.0,0,0,0,0,0
0.6,0.801,0.511,0.168,0.586,0.274,1.0,0.0,0.0387,1.0,0,0,0,0,0
0.75,0.808,0.609,0.147,0.611,0.564,1.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.751,0.472,0.211,0.481,0.41,1.0,0.0,0.231,1.0,0,0,0,0,0
0.75,0.713,0.381,0.253,0.395,0.342,1.0,0.0,0.248,1.0,0,0,0,0,0
0.75,0.649,0.239,0.316,0.247,0.0,0.933,0.0,0.0,1.0,0,0,0,0,0
0.75,0.637,0.232,0.316,0.219,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.637,0.232,0.316,0.219,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.637,0.232,0.316,0.219,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.85,0.651,0.249,0.274,0.269,0.0,0.0,0.0,0.119,1.0,0,0,0,0,0
1.0,0.673,0.274,0.211,0.345,0.0,0.0,0.0,0.0993,1.0,0,0,0,0,0
1.0,0.651,0.222,0.253,0.286,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.617,0.145,0.316,0.197,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.611,0.115,0.316,0.158,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.603,0.0695,0.316,0.0991,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.586,0.048,0.358,0.0792,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.576,0.0166,0.379,0.0493,0.0,0.0,0.0,0.18,1.0,0,0,0,0,0
1.0,0.598,0.0177,0.316,0.0493,0.0,0.0,0.0,0.331,1.0,0,0,0,0,0
1.0,0.598,0.0171,0.316,0.0493,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
1.0,0.598,0.0164,0.316,0.0493,0.0,0.0,0.0,0.241,1.0,0,0,0,0,0
1.0,0.598,0.0164,0.316,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.598,0.0164,0.316,0.0493,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
1.0,0.583,0.0162,0.358,0.0493,0.0,0.0,0.0,0.253,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.598,0.0275,0.337,0.109,0.0,0.0,0.0,0.227,1.0,0,0,0,0,0
1.0,0.653,0.045,0.211,0.2,0.0,0.0,0.0,0.0559,1.0,0,0,0,0,0
0.9,0.635,0.0392,0.253,0.17,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.607,0.0305,0.316,0.125,0.0,0.0,0.0,0.113,1.0,0,0,0,0,0
0.65,0.613,0.0333,0.316,0.134,0.0,0.0,0.0,0.17,1.0,0,0,0,0,0
0.5,0.622,0.0375,0.316,0.148,0.0,0.0,0.4,0.127,1.0,0,0,0,0,0
0.5,0.622,0.0375,0.316,0.148,0.0,0.0,0.6,0.19,1.0,0,0,0,0,0
0.4,0.598,0.0288,0.358,0.108,0.0,0.0,0.0,0.0,0,0.4,0,0,0,0
0.25,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0.867,0,0,0,0
0.25,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.588,0.0268,0.379,0.0913,0.0,0.0,0.0,0.184,0,0,0,0,0,0
0.25,0.627,0.0433,0.316,0.154,0.0,0.0,0.0,0.127,0,0,0,0,0,0
0.25,0.627,0.0456,0.316,0.155,0.0,0.0,0.0,0.19,0,0,0,0,0,0
0.25,0.627,0.049,0.316,0.157,0.0,0.0,0.0,0.175,0,0,0,0,0,0
0.25,0.627,0.049,0.316,0.157,0.0,0.0,0.0,0.0559,0,0,0,0,0,0
0.25,0.627,0.049,0.316,0.157,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.627,0.0508,0.316,0.156,0.0,0.0,0.0,0.127,0,0,0,0,0,0
0.15,0.601,0.0384,0.358,0.112,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0.6,0,0,0,0
0.2,0.614,0.0495,0.337,0.129,0.0,0.0,0.4,0.0,0,0.6,0,0,0,0
0.4,0.666,0.0842,0.253,0.207,0.0,0.0,0.6,0.0,1.0,0,0,0,0,0
0.25,0.627,0.0605,0.316,0.146,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.15,0.601,0.0427,0.358,0.107,0.0,0.0,0.0,0.0,0,0.4,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0.2,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.1,0.592,0.0404,0.379,0.0899,0.0,0.0,0.0,0.19,0,0,0,0,0,0
0.25,0.637,0.0772,0.316,0.151,0.0,0.0,0.0,0.127,0,0,0,0,0,0
0.35,0.667,0.102,0.274,0.191,0.0,0.0,0.0,0.38,0,0,0,0,0,0
0.5,0.724,0.151,0.211,0.266,0.0,0.0,0.0,0.253,0,0,0,0,0,0
0.5,0.742,0.17,0.211,0.286,0.0,0.0,0.0,0.127,0,0,0,0,0,0
0.5,0.742,0.17,0.211,0.286,0.0,0.0,0.0,0.253,0,0,0,0,0,0
0.5,0.742,0.17,0.211,0.286,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.5,0.753,0.185,0.211,0.315,0.0,0.0,0.0,0.0633,0,0,0,0,0,0
0.5,0.771,0.208,0.211,0.359,0.0,0.0,0.0,0.0633,0,0,0,0,0,0
0.5,0.771,0.208,0.211,0.359,0.0,0.0,0.0,0.0633,0,1.0,0,0,0,0
0.7,0.855,0.284,0.126,0.483,0.0,0.0,0.0,0.0,0,0.6,0,0,0,0
1.0,0.988,0.455,0.0,0.746,0.474,0.4,0.0,0.127,1.0,0,0,0,0,0
1.0,1.0,0.537,0.0,0.862,0.355,1.0,0.0,0.0633,1.0,0,0,0,0,0
0.9,0.956,0.485,0.0421,0.78,0.282,1.0,0.0,0.0633,1.0,0,0,0,0,0
0.75,0.89,0.407,0.105,0.659,0.697,1.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.885,0.472,0.105,0.693,0.598,1.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.876,0.568,0.105,0.744,0.436,0.867,0.0,0.127,1.0,0,0,0,0,0
0.75,0.876,0.568,0.105,0.744,0.329,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.876,0.568,0.105,0.744,0.278,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.864,0.621,0.105,0.725,0.269,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.846,0.701,0.105,0.697,0.214,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.846,0.701,0.105,0.697,0.585,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.846,0.701,0.105,0.697,0.714,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.75,0.793,0.6,0.147,0.574,0.231,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.85,0.712,0.448,0.211,0.389,0.308,0.0,0.0,0.0851,1.0,0,0,0,0,0
0.9,0.682,0.362,0.253,0.321,0.308,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.637,0.232,0.316,0.219,0.278,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.607,0.146,0.358,0.151,0.432,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0159,0.421,0.0493,0.534,0.0,0.0,0.0,1.0,0,0,0,0,0
0.85,0.584,0.0675,0.379,0.108,0.905,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.595,0.0933,0.358,0.138,0.805,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.59,0.0183,0.337,0.0504,0.0,0.0,0.0,0.262,1.0,0,0,0,0,0
0.9,0.619,0.0208,0.253,0.0514,0.0,0.0,0.0,0.19,1.0,0,0,0,0,0
0.75,0.598,0.0189,0.316,0.0507,0.483,0.4,0.0,0.0,1.0,0,0,0,0,0
0.75,0.598,0.0189,0.316,0.0507,0.291,1.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.598,0.0207,0.316,0.0601,0.333,1.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.598,0.0234,0.316,0.0743,0.239,1.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.598,0.0234,0.316,0.0743,0.0,0.8,0.0,0.0,1.0,0,0,0,0,0
0.85,0.612,0.0264,0.274,0.0843,0.0,0.0,0.0,0.216,1.0,0,0,0,0,0
0.9,0.642,0.0366,0.211,0.139,0.0,0.0,0.4,0.127,1.0,0,0,0,0,0
0.75,0.653,0.045,0.211,0.2,0.0,0.0,1.0,0.127,1.0,0,0,0,0,0
0.75,0.653,0.045,0.211,0.2,0.0,0.0,1.0,0.181,1.0,0,0,0,0,0
0.75,0.672,0.0509,0.168,0.23,0.0,0.0,1.0,0.118,1.0,0,0,0,0,0
0.75,0.717,0.0681,0.105,0.303,0.0,0.0,1.0,0.0633,1.0,0,0,0,0,0
0.65,0.719,0.0721,0.147,0.305,0.0,0.0,0.667,0.169,0,0.4,0,0,0,0
0.4,0.659,0.0505,0.253,0.207,0.359,0.4,0.0,0.0,0,1.0,0,0,0,0
0.25,0.622,0.0375,0.316,0.148,0.427,1.0,0.0,0.127,0,1.0,0,0,0,0
0.25,0.624,0.0398,0.316,0.15,0.316,1.0,0.0,0.443,0,0.6,0,0,0,0
0.25,0.627,0.0433,0.316,0.154,0.59,1.0,0.0,0.0633,0,0,0,0,0,0
0.25,0.627,0.0433,0.316,0.154,0.291,1.0,0.0,0.0,0,0,0,0,0,0
0.25,0.627,0.0433,0.316,0.154,0.0,0.867,0.0,0.0,0,0,0,0,0,0
0.25,0.627,0.0456,0.316,0.155,0.0,0.0,0.0,0.0633,0,0,0,0,0,0
0.25,0.627,0.049,0.316,0.157,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.627,0.049,0.316,0.157,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.627,0.049,0.316,0.157,0.0,0.0,0.0,0.0633,0,0,0,0,0,0
0.25,0.627,0.0508,0.316,0.156,0.0,0.0,0.0,0.0633,0,0,0,0,0,0
0.25,0.627,0.0535,0.316,0.154,0.0,0.0,0.0,0.0633,0,0,0,0,0,0
0.25,0.627,0.0535,0.316,0.154,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.627,0.0535,0.316,0.154,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.627,0.0553,0.316,0.152,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.627,0.058,0.316,0.149,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.627,0.058,0.316,0.149,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.627,0.058,0.316,0.149,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.627,0.059,0.316,0.148,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.627,0.0605,0.316,0.146,0.0,0.0,0.0,0.127,0,0,0,0,0,0
0.25,0.627,0.0605,0.316,0.146,0.0,0.0,0.0,0.127,0,0,0,0,0,0
0.25,0.627,0.0605,0.316,0.146,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.627,0.0631,0.316,0.145,0.0,0.0,0.0,0.127,0,0,0,0,0,0
0.25,0.627,0.0669,0.316,0.145,0.0,0.0,0.0,0.127,0,0,0,0,0,0
0.25,0.627,0.0669,0.316,0.145,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.627,0.0669,0.316,0.145,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.627,0.0682,0.316,0.145,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.627,0.0701,0.316,0.145,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.627,0.0701,0.316,0.145,0.0,0.0,0.0,0.0633,0,0,0,0,0,0
0.25,0.627,0.0701,0.316,0.145,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.631,0.0729,0.316,0.148,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.637,0.0772,0.316,0.151,0.0,0.0,0.0,0.127,0,0,0,0,0,0
0.25,0.637,0.0772,0.316,0.151,0.0,0.0,0.0,0.19,0,0,0,0,0,0
0.25,0.637,0.0772,0.316,0.151,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.643,0.0836,0.316,0.158,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.652,0.0932,0.316,0.168,0.0,0.0,0.4,0.0,0,0.333,0,0,0,0
0.35,0.688,0.124,0.274,0.215,0.0,0.0,0.6,0.0,0,1.0,0,0,0,0
0.5,0.742,0.17,0.211,0.286,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.6,0.795,0.224,0.168,0.377,0.0,0.0,0.0,0.0,0,0.6,0,0,0,0
0.75,0.876,0.303,0.105,0.514,0.0,0.0,0.0,0.19,1.0,0,0,0,0,0
0.75,0.876,0.303,0.105,0.514,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.876,0.303,0.105,0.514,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.882,0.345,0.105,0.572,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.75,0.89,0.407,0.105,0.659,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.89,0.407,0.105,0.659,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
0.75,0.89,0.407,0.105,0.659,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
0.75,0.885,0.472,0.105,0.693,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.876,0.568,0.105,0.744,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
0.75,0.876,0.568,0.105,0.744,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.75,0.876,0.568,0.105,0.744,0.0,0.0,0.0,0.127,1.0,0,0,0,0,0
0.75,0.826,0.53,0.147,0.639,0.0,0.0,0.0,0.19,1.0,0,0,0,0,0
0.75,0.751,0.472,0.211,0.481,0.0,0.0,0.0,0.116,1.0,0,0,0,0,0
0.75,0.751,0.472,0.211,0.481,0.0,0.0,0.0,0.29,1.0,0,0,0,0,0
0.75,0.751,0.472,0.211,0.481,0.0,0.0,0.0,0.0387,1.0,0,0,0,0,0
0.75,0.736,0.463,0.211,0.444,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.712,0.448,0.211,0.389,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.712,0.448,0.211,0.389,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.712,0.448,0.211,0.389,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.696,0.379,0.211,0.371,0.0,0.0,0.0,0.231,1.0,0,0,0,0,0
0.75,0.673,0.274,0.211,0.345,0.0,0.0,0.0,0.155,1.0,0,0,0,0,0
0.75,0.651,0.222,0.253,0.286,0.0,0.0,0.0,0.232,1.0,0,0,0,0,0
0.75,0.617,0.145,0.316,0.197,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.611,0.115,0.316,0.158,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.603,0.0695,0.316,0.0991,0.0,0.0,0.0,0.0724,1.0,0,0,0,0,0
0.75,0.586,0.048,0.358,0.0792,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.85,0.576,0.0166,0.379,0.0493,0.0,0.0,0.0,0.107,1.0,0,0,0,0,0
1.0,0.583,0.0169,0.358,0.0493,0.0,0.0,0.0,0.0179,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.576,0.0171,0.379,0.0499,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
1.0,0.598,0.0189,0.316,0.0507,0.0,0.0,0.0,0.253,1.0,0,0,0,0,0
0.9,0.583,0.0177,0.358,0.0501,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.75,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.576,0.0189,0.379,0.0593,0.0,0.0,0.0,0.265,1.0,0,0,0,0,0
0.75,0.598,0.0234,0.316,0.0743,0.0,0.0,0.0,0.321,1.0,0,0,0,0,0
0.75,0.598,0.0234,0.316,0.0743,0.0,0.0,0.0,0.225,1.0,0,0,0,0,0
0.75,0.598,0.0234,0.316,0.0743,0.0,0.0,0.0,0.0633,1.0,0,0,0,0,0
0.75,0.62,0.0321,0.274,0.124,0.0,0.0,0.0,0.153,1.0,0,0,0,0,0
0.75,0.653,0.045,0.211,0.2,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.653,0.045,0.211,0.2,0.0,0.0,0.0,0.184,1.0,0,0,0,0,0
0.75,0.653,0.045,0.211,0.2,0.261,0.4,0.0,0.0834,1.0,0,0,0,0,0
0.75,0.665,0.0507,0.211,0.218,0.432,1.0,0.0,0.127,1.0,0,0,0,0,0
0.65,0.659,0.0505,0.253,0.207,0.389,1.0,0.0,0.227,1.0,0,0,0,0,0
0.4,0.598,0.0288,0.358,0.108,0.701,1.0,0.0,0.0,0,0.4,0,0,0,0
0.25,0.562,0.0159,0.421,0.0493,0.231,1.0,0.0,0.0179,0,1.0,0,0,0,0
0.25,0.562,0.0159,0.421,0.0493,0.0,1.0,0.0,0.0897,0,1.0,0,0,0,0
0.25,0.562,0.0159,0.421,0.0493,0.0,1.0,0.0,0.0,0,0.8,0,0,0,0
0.25,0.562,0.0159,0.421,0.0493,0.0,0.933,0.0,0.0,0,0,0,0,0,0
0.25,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.588,0.0309,0.379,0.091,0.0,0.0,0.0,0.0617,0,0,0,0,0,0
0.25,0.627,0.0535,0.316,0.154,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.25,0.627,0.0535,0.316,0.154,0.0,0.0,0.0,0.167,0,0,0,0,0,0
0.25,0.627,0.0535,0.316,0.154,0.0,0.0,0.0,0.35,0,0,0,0,0,0
0.25,0.627,0.0553,0.316,0.152,0.0,0.0,0.0,0.317,0,0,0,0,0,0
