occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,lighting_garage,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
0.956,0.682,0.72,0.0187,0.806,0.806,0.0,0.0,0,0,0,0
1.0,0.682,0.749,0.0,0.832,0.832,0.0,0.0,0,0,0,0
1.0,0.682,0.749,0.0,0.832,0.832,0.0,0.427,0,0,0,0
1.0,0.682,0.749,0.0,0.832,0.832,0.0,0.0,0,0,0,0
1.0,0.611,0.366,0.122,0.422,0.422,0.0,0.0,0,0,0,0
1.0,0.6,0.307,0.14,0.359,0.359,0.0,0.0,0,0,0,0
1.0,0.6,0.307,0.14,0.359,0.359,0.0,0.0,0,0,0,0
1.0,0.583,0.181,0.262,0.225,0.225,0.0,0.0,0,0,0,0
1.0,0.567,0.0874,0.281,0.127,0.127,0.0,0.0,0,0,0,0
1.0,0.565,0.0759,0.281,0.116,0.116,0.0,0.171,0,0,0,0
1.0,0.565,0.0759,0.281,0.116,0.116,0.0,0.0,0,0,0,0
1.0,0.565,0.0759,0.281,0.116,0.116,0.0,0.0,0,0,0,0
1.0,0.561,0.0483,0.281,0.0796,0.0796,0.0,0.0855,0,0,0,0
1.0,0.561,0.0216,0.402,0.0526,0.0526,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.587,0.0721,0.299,0.167,0.167,0.0,0.222,0,0,0,0
1.0,0.591,0.0803,0.281,0.185,0.185,0.0,0.0,0,0,0,0
1.0,0.591,0.0803,0.281,0.185,0.185,0.0,0.0855,0,0,0,0
1.0,0.591,0.0803,0.281,0.185,0.185,0.0,0.255,0,0,0,0
1.0,0.643,0.222,0.0374,0.408,0.408,0.0,0.0,0,0,0,0
1.0,0.651,0.244,0.0,0.442,0.442,0.0,0.0,0,0,0,0
0.711,0.625,0.179,0.122,0.329,0.329,0.0,0.0765,0,0,0,0
0.667,0.621,0.169,0.14,0.311,0.311,0.0,0.0855,0,0,0,0
0.667,0.621,0.183,0.14,0.301,0.301,0.0,0.0,0,0,0,0
0.667,0.621,0.185,0.14,0.299,0.299,0.0,0.418,0,0,0,0
0.378,0.595,0.113,0.262,0.191,0.191,0.0,0.0,0,0,0,0
0.333,0.591,0.101,0.281,0.174,0.174,0.0,0.0,0,0,0,0
0.333,0.591,0.107,0.281,0.171,0.171,0.0,0.0,0,0,0,0
0.622,0.617,0.186,0.159,0.275,0.275,0.0,0.0,0,0,0,0
0.667,0.621,0.198,0.14,0.291,0.291,0.0,0.0,0,0,0,0
0.667,0.621,0.198,0.14,0.291,0.291,0.0,0.0,0,0,0,0
0.667,0.621,0.228,0.14,0.289,0.289,0.0,0.0855,0,0,0,0
0.378,0.595,0.14,0.262,0.185,0.185,0.0,0.0855,0,0,0,0
0.333,0.591,0.125,0.281,0.169,0.169,0.0,0.171,0,0,0,0
0.333,0.591,0.125,0.281,0.169,0.169,0.0,0.0855,0,0,0,0
0.333,0.591,0.139,0.281,0.169,0.169,0.0,0.0,0,0,0,0
0.333,0.591,0.141,0.281,0.169,0.169,0.0,0.0855,0,0,0,0
0.622,0.617,0.248,0.159,0.273,0.273,0.0,0.399,0,0,0,0
0.667,0.621,0.265,0.14,0.289,0.289,0.0,0.0,0,0,0,0
0.667,0.639,0.287,0.14,0.294,0.294,0.0,0.0855,0,0,0,0
0.667,0.642,0.291,0.14,0.295,0.295,0.0,0.444,0,0,0,0
0.667,0.642,0.291,0.14,0.295,0.295,0.0,0.256,0,0,0,0
0.667,0.642,0.291,0.14,0.295,0.295,0.867,0.0855,0,0,0,0
0.667,0.668,0.303,0.14,0.315,0.315,0.0667,0.0,0,0,0,0
0.667,0.673,0.305,0.14,0.318,0.318,0.0,0.0,0,0,0,0
0.667,0.673,0.305,0.14,0.318,0.318,0.0,0.0855,0,0,0,0
0.667,0.673,0.305,0.14,0.318,0.318,0.0,0.0,0,0,0,0
0.667,0.699,0.314,0.14,0.37,0.37,0.867,0.0,0,0,0,0
0.956,0.765,0.444,0.0187,0.521,0.521,1.0,0.0,0,0,0,0
1.0,0.774,0.464,0.0,0.543,0.543,0.0667,0.0,0,0,0,0
0.711,0.713,0.335,0.122,0.4,0.4,0.0,0.0855,0,0,0,0
0.667,0.712,0.363,0.14,0.471,0.471,0.0,0.0,0,0,0,0
0.667,0.714,0.371,0.14,0.485,0.485,0.0,0.427,0,0,0,0
0.667,0.714,0.371,0.14,0.485,0.485,0.0,0.256,0,0,0,0
0.667,0.714,0.371,0.14,0.485,0.485,0.0,0.0,0,0,0,0
0.667,0.705,0.47,0.14,0.583,0.583,0.0,0.0,0,0,0,0
0.667,0.704,0.485,0.14,0.598,0.598,0.0,0.0,0,0,0,0
0.667,0.704,0.485,0.14,0.598,0.598,0.0,0.0,0,0,0,0
0.667,0.704,0.485,0.14,0.598,0.598,0.0,0.0,0,0,0,0
0.667,0.686,0.558,0.14,0.632,0.632,0.0,0.0855,0,0,0,0
0.667,0.683,0.57,0.14,0.638,0.638,0.0,0.0,0,0,0,0
0.667,0.683,0.57,0.14,0.638,0.638,0.0,0.0,0,0,0,0
0.956,0.735,0.808,0.0187,0.892,0.892,0.0,0.0,0,0,0,0
1.0,0.69,0.789,0.0,0.846,0.846,0.0,0.256,0,0,0,0
1.0,0.682,0.78,0.0,0.832,0.832,0.0,0.0,0,0,0,0
1.0,0.682,0.78,0.0,0.832,0.832,0.0,0.0,0,0,0,0
1.0,0.682,0.78,0.0,0.832,0.832,0.0,0.0,0,0,0,0
1.0,0.611,0.394,0.122,0.422,0.422,0.0,0.0,0,0,0,0
1.0,0.6,0.334,0.14,0.359,0.359,0.0,0.0,0,0,0,0
1.0,0.6,0.334,0.14,0.359,0.359,0.0,0.0,0,0,0,0
1.0,0.6,0.334,0.14,0.359,0.359,0.0,0.0,0,0,0,0
1.0,0.573,0.179,0.14,0.206,0.206,0.0,0.0,0,0,0,0
1.0,0.569,0.156,0.14,0.182,0.182,0.0,0.0,0,0,0,0
1.0,0.569,0.156,0.14,0.182,0.182,0.0,0.0,0,0,0,0
1.0,0.569,0.156,0.14,0.182,0.182,0.0,0.108,0,0,0,0
1.0,0.561,0.0589,0.262,0.0884,0.0884,0.0,0.0,0,0,0,0
1.0,0.561,0.0216,0.402,0.0526,0.0526,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.583,0.04,0.299,0.16,0.16,0.0,0.198,0,0,0,0
1.0,0.586,0.0433,0.281,0.177,0.177,0.0,0.0,0,0,0,0
1.0,0.586,0.0433,0.281,0.177,0.177,0.0,0.0,0,0,0,0
1.0,0.586,0.0433,0.281,0.177,0.177,0.0,0.144,0,0,0,0
1.0,0.591,0.0609,0.281,0.182,0.182,0.0,0.171,0,0,0,0
1.0,0.591,0.0636,0.281,0.183,0.183,0.0,0.0,0,0,0,0
1.0,0.591,0.0636,0.281,0.183,0.183,0.0,0.28,0,0,0,0
1.0,0.591,0.0636,0.281,0.183,0.183,0.0,0.171,0,0,0,0
1.0,0.617,0.132,0.159,0.301,0.301,0.0,0.0855,0,0,0,0
1.0,0.621,0.143,0.14,0.32,0.32,0.0,0.176,0,0,0,0
0.422,0.569,0.0347,0.384,0.0854,0.0854,0.0,0.0,0,0,0,0
0.333,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.333,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.622,0.587,0.0834,0.299,0.163,0.163,0.0,0.0855,0,0,0,0
0.667,0.591,0.0934,0.281,0.18,0.18,0.0,0.0,0,0,0,0
0.667,0.591,0.0934,0.281,0.18,0.18,0.0,0.171,0,0,0,0
0.667,0.591,0.1,0.281,0.175,0.175,0.0,0.0855,0,0,0,0
0.667,0.591,0.101,0.281,0.174,0.174,0.0,0.0,0,0,0,0
0.667,0.617,0.174,0.159,0.283,0.283,0.0,0.0,0,0,0,0
0.667,0.621,0.185,0.14,0.299,0.299,0.0,0.0,0,0,0,0
0.378,0.595,0.118,0.262,0.187,0.187,0.0,0.0,0,0,0,0
0.333,0.591,0.108,0.281,0.17,0.17,0.0,0.0,0,0,0,0
0.333,0.591,0.108,0.281,0.17,0.17,0.0,0.0,0,0,0,0
0.333,0.591,0.108,0.281,0.17,0.17,0.0,0.0,0,0,0,0
0.333,0.591,0.123,0.281,0.169,0.169,0.0,0.0,0,0,0,0
0.333,0.591,0.125,0.281,0.169,0.169,0.0,0.0,0,0,0,0
0.333,0.591,0.125,0.281,0.169,0.169,0.0,0.0,0,0,0,0
0.333,0.591,0.125,0.281,0.169,0.169,0.867,0.598,0,0,0,0
0.333,0.591,0.139,0.281,0.169,0.169,0.0667,0.0,0,0,0,0
0.333,0.591,0.141,0.281,0.169,0.169,0.0,0.171,0,0,0,0
0.333,0.591,0.141,0.281,0.169,0.169,0.0,0.0855,0,0,0,0
0.333,0.591,0.141,0.281,0.169,0.169,0.0,0.0855,0,0,0,0
0.333,0.6,0.153,0.281,0.172,0.172,0.0,0.0,0,0,0,0
0.333,0.602,0.154,0.281,0.172,0.172,0.0,0.0855,0,0,0,0
0.622,0.636,0.273,0.159,0.279,0.279,0.0,0.0855,0,0,0,0
0.378,0.607,0.173,0.262,0.189,0.189,0.0,0.0,0,0,0,0
0.333,0.615,0.161,0.281,0.182,0.182,0.0,0.0,0,0,0,0
0.333,0.617,0.162,0.281,0.184,0.184,0.0,0.0,0,0,0,0
0.333,0.617,0.162,0.281,0.184,0.184,0.0,0.0,0,0,0,0
0.333,0.617,0.162,0.281,0.184,0.184,0.0,0.0855,0,0,0,0
0.333,0.63,0.166,0.281,0.21,0.21,0.0,0.0855,0,0,0,0
0.333,0.633,0.167,0.281,0.214,0.214,0.0,0.0,0,0,0,0
0.333,0.633,0.167,0.281,0.214,0.214,0.0,0.0,0,0,0,0
0.333,0.633,0.167,0.281,0.214,0.214,0.0,0.0,0,0,0,0
0.333,0.637,0.191,0.281,0.26,0.26,0.0,0.0855,0,0,0,0
0.333,0.638,0.194,0.281,0.267,0.267,0.0,0.0,0,0,0,0
0.333,0.638,0.194,0.281,0.267,0.267,0.0,0.171,0,0,0,0
0.622,0.704,0.347,0.159,0.456,0.456,0.0,0.342,0,0,0,0
0.667,0.705,0.47,0.14,0.583,0.583,0.0,0.0,0,0,0,0
0.667,0.704,0.485,0.14,0.598,0.598,0.0,0.0,0,0,0,0
0.667,0.704,0.485,0.14,0.598,0.598,0.0,0.0,0,0,0,0
0.667,0.704,0.485,0.14,0.598,0.598,0.0,0.171,0,0,0,0
0.667,0.686,0.558,0.14,0.632,0.632,0.0,0.0,0,0,0,0
0.667,0.683,0.57,0.14,0.638,0.638,0.0,0.0,0,0,0,0
0.667,0.683,0.57,0.14,0.638,0.638,0.0,0.256,0,0,0,0
0.667,0.683,0.57,0.14,0.638,0.638,0.0,0.0,0,0,0,0
0.667,0.647,0.532,0.14,0.58,0.58,0.0,0.0,0,0,0,0
0.667,0.642,0.526,0.14,0.571,0.571,0.0,0.0,0,0,0,0
0.667,0.642,0.526,0.14,0.571,0.571,0.0,0.0,0,0,0,0
0.956,0.676,0.746,0.0187,0.798,0.798,0.0,0.168,0,0,0,0
1.0,0.628,0.531,0.0,0.556,0.556,0.0,0.0,0,0,0,0
1.0,0.62,0.492,0.0,0.513,0.513,0.0,0.427,0,0,0,0
1.0,0.62,0.492,0.0,0.513,0.513,0.0,0.249,0,0,0,0
1.0,0.62,0.492,0.0,0.513,0.513,0.0,0.0,0,0,0,0
1.0,0.579,0.26,0.0,0.284,0.284,0.0,0.0,0,0,0,0
1.0,0.573,0.224,0.0,0.248,0.248,0.0,0.0915,0,0,0,0
1.0,0.57,0.165,0.122,0.191,0.191,0.0,0.0,0,0,0,0
1.0,0.569,0.156,0.14,0.182,0.182,0.0,0.0,0,0,0,0
1.0,0.561,0.0532,0.262,0.0884,0.0884,0.0,0.0,0,0,0,0
1.0,0.56,0.0374,0.281,0.074,0.074,0.0,0.0855,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.56,0.0374,0.281,0.074,0.074,0.0,0.0,0,0,0,0
1.0,0.561,0.0187,0.402,0.0526,0.0526,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.56,0.0226,0.299,0.0771,0.0771,0.0,0.117,0,0,0,0
1.0,0.56,0.0236,0.281,0.0813,0.0813,0.0,0.0,0,0,0,0
1.0,0.569,0.0306,0.281,0.138,0.138,0.0,0.0855,0,0,0,0
1.0,0.571,0.0316,0.281,0.147,0.147,0.0,0.0,0,0,0,0
1.0,0.571,0.0316,0.281,0.147,0.147,0.0,0.288,0,0,0,0
1.0,0.571,0.0316,0.281,0.147,0.147,0.0,0.171,0,0,0,0
0.711,0.563,0.018,0.402,0.0623,0.0623,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.667,0.587,0.0421,0.299,0.165,0.165,0.0,0.181,0,0,0,0
0.667,0.591,0.0462,0.281,0.183,0.183,0.0,0.0,0,0,0,0
0.667,0.591,0.0462,0.281,0.183,0.183,0.0,0.0855,0,0,0,0
0.667,0.591,0.0462,0.281,0.183,0.183,0.0,0.146,0,0,0,0
0.667,0.617,0.0837,0.159,0.301,0.301,0.867,0.0,0,0,0,0
0.667,0.621,0.0895,0.14,0.32,0.32,1.0,0.0,0,0,0,0
0.667,0.621,0.0895,0.14,0.32,0.32,0.0667,0.117,0,0,0,0
0.667,0.621,0.0895,0.14,0.32,0.32,0.0,0.0855,0,0,0,0
0.667,0.621,0.0983,0.14,0.312,0.312,0.0,0.0,0,0,0,0
0.378,0.595,0.0634,0.262,0.198,0.198,0.0,0.256,0,0,0,0
0.333,0.591,0.0578,0.281,0.18,0.18,0.0,0.0,0,0,0,0
0.333,0.591,0.0578,0.281,0.18,0.18,0.0,0.0,0,0,0,0
0.333,0.591,0.0622,0.281,0.175,0.175,0.0,0.0,0,0,0,0
0.333,0.591,0.0629,0.281,0.174,0.174,0.0,0.0,0,0,0,0
0.333,0.591,0.0629,0.281,0.174,0.174,0.0,0.0855,0,0,0,0
0.333,0.591,0.0629,0.281,0.174,0.174,0.867,0.0,0,0,0,0
0.333,0.591,0.0654,0.281,0.171,0.171,1.0,0.0,0,0,0,0
0.333,0.591,0.0658,0.281,0.17,0.17,1.0,0.0,0,0,0,0
0.333,0.591,0.0658,0.281,0.17,0.17,1.0,0.342,0,0,0,0
0.333,0.591,0.0658,0.281,0.17,0.17,0.0,0.0,0,0,0,0
0.333,0.591,0.0721,0.281,0.169,0.169,0.867,0.171,0,0,0,0
0.333,0.591,0.073,0.281,0.169,0.169,0.0667,0.0,0,0,0,0
0.333,0.591,0.073,0.281,0.169,0.169,0.0,0.0,0,0,0,0
0.333,0.591,0.073,0.281,0.169,0.169,0.0,0.0,0,0,0,0
0.333,0.591,0.0762,0.281,0.169,0.169,0.0,0.0855,0,0,0,0
0.333,0.591,0.0767,0.281,0.169,0.169,0.0,0.0855,0,0,0,0
0.333,0.591,0.0767,0.281,0.169,0.169,0.0,0.0855,0,0,0,0
0.333,0.591,0.0767,0.281,0.169,0.169,0.0,0.0,0,0,0,0
0.333,0.6,0.0836,0.281,0.172,0.172,0.0,0.0,0,0,0,0
0.333,0.602,0.0846,0.281,0.172,0.172,0.0,0.0,0,0,0,0
0.333,0.602,0.0846,0.281,0.172,0.172,0.0,0.0,0,0,0,0
0.622,0.636,0.144,0.159,0.279,0.279,0.0,0.0,0,0,0,0
0.667,0.668,0.185,0.14,0.315,0.315,0.0,0.0,0,0,0,0
0.667,0.673,0.19,0.14,0.318,0.318,0.0,0.0,0,0,0,0
0.667,0.673,0.19,0.14,0.318,0.318,0.0,0.0,0,0,0,0
0.667,0.673,0.19,0.14,0.318,0.318,0.0,0.427,0,0,0,0
0.667,0.638,0.133,0.262,0.228,0.228,0.0,0.0855,0,0,0,0
0.667,0.633,0.124,0.281,0.214,0.214,0.0,0.0855,0,0,0,0
0.667,0.633,0.124,0.281,0.214,0.214,0.0,0.0,0,0,0,0
0.667,0.633,0.124,0.281,0.214,0.214,0.0,0.0,0,0,0,0
0.667,0.637,0.158,0.281,0.26,0.26,0.0,0.0855,0,0,0,0
0.667,0.638,0.163,0.281,0.267,0.267,0.0,0.342,0,0,0,0
0.667,0.638,0.163,0.281,0.267,0.267,0.0,0.0855,0,0,0,0
0.667,0.638,0.163,0.281,0.267,0.267,0.0,0.0,0,0,0,0
0.667,0.633,0.216,0.281,0.316,0.316,0.0,0.0,0,0,0,0
0.667,0.633,0.224,0.281,0.324,0.324,0.0,0.171,0,0,0,0
0.667,0.633,0.224,0.281,0.324,0.324,0.0,0.0,0,0,0,0
0.667,0.633,0.224,0.281,0.324,0.324,0.0,0.0,0,0,0,0
0.667,0.624,0.267,0.281,0.341,0.341,0.0,0.0855,0,0,0,0
0.667,0.622,0.274,0.281,0.343,0.343,0.0,0.0,0,0,0,0
0.667,0.622,0.274,0.281,0.343,0.343,0.0,0.0,0,0,0,0
0.667,0.622,0.274,0.281,0.343,0.343,0.0,0.212,0,0,0,0
0.667,0.604,0.262,0.281,0.315,0.315,0.0,0.0,0,0,0,0
0.667,0.567,0.0485,0.402,0.0841,0.0841,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.956,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.569,0.0295,0.299,0.134,0.134,0.0,0.291,0,0,0,0
1.0,0.571,0.0316,0.281,0.147,0.147,0.0,0.0855,0,0,0,0
1.0,0.571,0.0316,0.281,0.147,0.147,0.0,0.0,0,0,0,0
1.0,0.571,0.0316,0.281,0.147,0.147,0.0,0.338,0,0,0,0
1.0,0.605,0.0591,0.159,0.283,0.283,0.0,0.0,0,0,0,0
0.711,0.589,0.0428,0.262,0.194,0.194,0.0,0.0855,0,0,0,0
0.667,0.586,0.0396,0.281,0.177,0.177,0.0,0.0649,0,0,0,0
0.378,0.565,0.019,0.402,0.0663,0.0663,0.0,0.0,0,0,0,0
0.333,0.587,0.0421,0.299,0.165,0.165,0.0,0.171,0,0,0,0
0.333,0.591,0.0462,0.281,0.183,0.183,0.0,0.0,0,0,0,0
0.333,0.591,0.0462,0.281,0.183,0.183,0.0,0.0,0,0,0,0
